"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"7941","jgi|Aurli1|139347|estExt_fgenesh1_kg.C_100016","AAA","PF00004.31",0.000000000000021,59.1,368,427,73,131,132
"8016","jgi|Aurli1|47463|fgenesh1_kg.20_#_77_#_isotig03990","AAA","PF00004.31",0.000000000000077,57.3,185,272,1,98,132
"8017","jgi|Aurli1|47463|fgenesh1_kg.20_#_77_#_isotig03990","AAA","PF00004.31",0.000000000000077,57.3,368,459,50,129,132
"8033","jgi|Aurli1|106529|estExt_Genewise1Plus.C_10_t10046","AAA","PF00004.31",0.00000000000011,56.7,269,444,1,130,132
"8049","jgi|Aurli1|65371|gw1.7.777.1","AAA","PF00004.31",0.00000000000015,56.3,620,742,2,118,132
"8081","jgi|Aurli1|139593|estExt_fgenesh1_kg.C_100267","AAA","PF00004.31",0.00000000000026,55.6,48,173,1,129,132
"8097","jgi|Aurli1|137366|estExt_fgenesh1_kg.C_30226","AAA","PF00004.31",0.00000000000041,54.9,434,538,1,98,132
"8123","jgi|Aurli1|96167|estExt_Genewise1.C_160242","AAA","PF00004.31",0.00000000000059,54.4,38,154,2,128,132
"8210","jgi|Aurli1|29226|fgenesh1_pg.1_#_883","AAA","PF00004.31",0.0000000000048,51.5,133,284,2,130,132
"8236","jgi|Aurli1|137489|estExt_fgenesh1_kg.C_30354","AAA","PF00004.31",0.000000000008,50.7,404,528,2,128,132
"8275","jgi|Aurli1|100846|estExt_Genewise1Plus.C_1_t30111","AAA","PF00004.31",0.000000000025,49.1,21,111,1,95,132
"8353","jgi|Aurli1|142911|estExt_fgenesh1_kg.C_330012","AAA","PF00004.31",0.00000000059,44.7,68,120,1,52,132
"8386","jgi|Aurli1|39330|fgenesh1_pg.21_#_286","AAA","PF00004.31",0.0000000017,43.2,120,267,2,121,132
"8402","jgi|Aurli1|142806|estExt_fgenesh1_kg.C_300048","AAA","PF00004.31",0.000000003,42.4,73,122,1,48,132
"8492","jgi|Aurli1|34306|fgenesh1_pg.9_#_302","AAA","PF00004.31",0.000000063,38.1,114,222,3,103,132
"8564","jgi|Aurli1|43161|fgenesh1_kg.4_#_54_#_isotig02784","AAA","PF00004.31",0.00000074,34.7,339,470,1,113,132
"8664","jgi|Aurli1|141802|estExt_fgenesh1_kg.C_200204","AAA","PF00004.31",0.000066,28.4,279,428,2,128,132
"8724","jgi|Aurli1|71309|e_gw1.3.345.1","AAA","PF00004.31",0.00049,25.5,29,63,1,35,132
"8893","jgi|Aurli1|29178|fgenesh1_pg.1_#_835","AAA_11","PF13086.8",0.0000000000000000000000000000000000000000000000000000000000012,210.6,205,455,2,260,261
"9076","jgi|Aurli1|142893|estExt_fgenesh1_kg.C_320021","AAA_11","PF13086.8",0.00000000000000000000000000000000018,124.8,3,181,23,177,261
"9077","jgi|Aurli1|142893|estExt_fgenesh1_kg.C_320021","AAA_11","PF13086.8",0.00000000000000000000000000000000018,124.8,622,759,135,260,261
"9132","jgi|Aurli1|72198|e_gw1.4.620.1","AAA_11","PF13086.8",0.00000000000000000000000000057,103.5,2,79,186,260,261
"9257","jgi|Aurli1|133626|estExt_fgenesh1_pg.C_170226","AAA_11","PF13086.8",0.00000000000000000000011,86.2,651,896,2,259,261
"9328","jgi|Aurli1|130707|estExt_fgenesh1_pg.C_8_t10027","AAA_11","PF13086.8",0.0000000000000011,63.2,930,990,198,259,261
"9339","jgi|Aurli1|92047|estExt_Genewise1.C_8_t10260","AAA_11","PF13086.8",0.0000000000000093,60.2,600,696,2,112,261
"9430","jgi|Aurli1|72198|e_gw1.4.620.1","AAA_12","PF13087.8",0.0000000000000000000000000000000000000000000000000000000086,197,87,295,1,198,199
"9432","jgi|Aurli1|142893|estExt_fgenesh1_kg.C_320021","AAA_12","PF13087.8",0.0000000000000000000000000000000000000000000000000000000093,196.9,768,962,2,198,199
"9504","jgi|Aurli1|29178|fgenesh1_pg.1_#_835","AAA_12","PF13087.8",0.0000000000000000000000000000000000000000000000000016,179.9,464,700,2,198,199
"9577","jgi|Aurli1|75566|e_gw1.8.210.1","AAA_12","PF13087.8",0.00000000000000000000000000000000000000000000058,161.7,18,231,2,198,199
"9602","jgi|Aurli1|87541|estExt_Genewise1.C_1_t40052","AAA_12","PF13087.8",0.0000000000000000000000000000000000000000018,150.3,46,254,2,197,199
"9623","jgi|Aurli1|133626|estExt_fgenesh1_pg.C_170226","AAA_12","PF13087.8",0.00000000000000000000000000000000000000095,141.4,916,1095,3,197,199
"9821","jgi|Aurli1|131548|estExt_fgenesh1_pg.C_10_t10202","AAA_12","PF13087.8",0.0000000000002,55.5,1237,1350,89,195,199
"9832","jgi|Aurli1|66506|gw1.29.170.1","AAA_12","PF13087.8",0.00000000022,45.6,2,130,69,198,199
"9845","jgi|Aurli1|130707|estExt_fgenesh1_pg.C_8_t10027","AAA_12","PF13087.8",0.000000015,39.6,1111,1241,82,196,199
"11020","jgi|Aurli1|40811|fgenesh1_pg.30_#_8","AAA_19","PF13245.8",0.0000000000088,50.5,25,281,9,147,147
"11124","jgi|Aurli1|131548|estExt_fgenesh1_pg.C_10_t10202","AAA_19","PF13245.8",0.000000021,39.5,951,1131,1,144,147
"11244","jgi|Aurli1|5193|gm1.5193_g","AAA_19","PF13245.8",0.0000018,33.3,725,968,8,146,147
"11303","jgi|Aurli1|29178|fgenesh1_pg.1_#_835","AAA_19","PF13245.8",0.000011,30.7,210,451,2,144,147
"11352","jgi|Aurli1|92047|estExt_Genewise1.C_8_t10260","AAA_19","PF13245.8",0.000094,27.7,610,660,6,59,147
"11362","jgi|Aurli1|138717|estExt_fgenesh1_kg.C_70276","AAA_19","PF13245.8",0.00017,26.8,268,314,6,55,147
"12211","jgi|Aurli1|75832|e_gw1.8.471.1","AAA_21","PF13304.8",0.000000000000000000023,78.7,453,516,231,298,304
"12236","jgi|Aurli1|31393|fgenesh1_pg.4_#_359","AAA_21","PF13304.8",0.0000000000000000024,72,2276,2341,233,301,304
"12292","jgi|Aurli1|132036|estExt_fgenesh1_pg.C_110311","AAA_21","PF13304.8",0.00000000000001,60.2,772,844,222,298,304
"12306","jgi|Aurli1|48295|fgenesh1_kg.25_#_90_#_isotig00588","AAA_21","PF13304.8",0.000000000000098,56.9,1712,1767,241,300,304
"12353","jgi|Aurli1|126686|estExt_fgenesh1_pm.C_250083","AAA_21","PF13304.8",0.000000000067,47.6,1675,1730,241,300,304
"12370","jgi|Aurli1|84671|e_gw1.25.190.1","AAA_21","PF13304.8",0.00000000031,45.4,1471,1526,241,300,304
"12392","jgi|Aurli1|42665|fgenesh1_kg.2_#_393_#_isotig03482","AAA_21","PF13304.8",0.0000000026,42.4,509,572,236,301,304
"12395","jgi|Aurli1|73149|e_gw1.5.76.1","AAA_21","PF13304.8",0.0000000032,42.1,666,734,229,301,304
"13235","jgi|Aurli1|76216|e_gw1.9.770.1","AAA_3","PF07726.13",0.000000000000000000000000051,96.1,1323,1474,2,130,131
"13267","jgi|Aurli1|71309|e_gw1.3.345.1","AAA_3","PF07726.13",0.00000000000077,53.5,29,164,2,126,131
"13279","jgi|Aurli1|51900|gw1.3.149.1","AAA_3","PF07726.13",0.00000016,36.2,4,139,2,129,131
"13310","jgi|Aurli1|71934|e_gw1.3.566.1","AAA_3","PF07726.13",0.00055,24.8,270,384,1,114,131
"13456","jgi|Aurli1|29178|fgenesh1_pg.1_#_835","AAA_30","PF13604.8",0.000000000062,47.4,205,451,2,130,192
"13464","jgi|Aurli1|138717|estExt_fgenesh1_kg.C_70276","AAA_30","PF13604.8",0.0000000001,46.7,259,314,2,59,192
"13536","jgi|Aurli1|131548|estExt_fgenesh1_pg.C_10_t10202","AAA_30","PF13604.8",0.000000008,40.5,947,1134,2,133,192
"13540","jgi|Aurli1|92047|estExt_Genewise1.C_8_t10260","AAA_30","PF13604.8",0.000000012,40,601,659,3,62,192
"13624","jgi|Aurli1|137489|estExt_fgenesh1_kg.C_30354","AAA_30","PF13604.8",0.0000044,31.6,400,517,18,132,192
"18609","jgi|Aurli1|142895|estExt_fgenesh1_kg.C_320024","AAA_lid_3","PF17862.3",0.00000000000000000000000011,94.1,386,429,1,42,45
"18610","jgi|Aurli1|142895|estExt_fgenesh1_kg.C_320024","AAA_lid_3","PF17862.3",0.00000000000000000000000011,94.1,662,707,1,45,45
"18727","jgi|Aurli1|141563|estExt_fgenesh1_kg.C_190120","AAA_lid_3","PF17862.3",0.000000000000000000000031,86.3,399,439,1,41,45
"18728","jgi|Aurli1|141563|estExt_fgenesh1_kg.C_190120","AAA_lid_3","PF17862.3",0.000000000000000000000031,86.3,683,725,1,39,45
"18803","jgi|Aurli1|139790|estExt_fgenesh1_kg.C_110141","AAA_lid_3","PF17862.3",0.0000000000000000000073,78.7,412,444,3,35,45
"18804","jgi|Aurli1|139790|estExt_fgenesh1_kg.C_110141","AAA_lid_3","PF17862.3",0.0000000000000000000073,78.7,686,733,1,45,45
"18936","jgi|Aurli1|85143|e_gw1.27.19.1","AAA_lid_3","PF17862.3",0.00000000000075,53.1,216,258,1,43,45
"18959","jgi|Aurli1|45565|fgenesh1_kg.11_#_224_#_isotig08503","AAA_lid_3","PF17862.3",0.000000000003,51.2,173,217,1,45,45
"19001","jgi|Aurli1|50802|gw1.16.41.1","AAA_lid_3","PF17862.3",0.000000000018,48.6,236,272,1,37,45
"19038","jgi|Aurli1|46325|fgenesh1_kg.14_#_189_#_isotig03753","AAA_lid_3","PF17862.3",0.000000000067,46.8,496,546,1,44,45
"19058","jgi|Aurli1|43117|fgenesh1_kg.4_#_10_#_isotig04045","AAA_lid_3","PF17862.3",0.00000000013,45.9,569,596,14,41,45
"19101","jgi|Aurli1|138864|estExt_fgenesh1_kg.C_80116","AAA_lid_3","PF17862.3",0.0000000005,44,398,439,2,43,45
"19228","jgi|Aurli1|136542|estExt_fgenesh1_kg.C_1_t20042","AAA_lid_3","PF17862.3",0.00000001,39.9,627,666,5,44,45
"19240","jgi|Aurli1|41800|fgenesh1_kg.1_#_220_#_isotig04941","AAA_lid_3","PF17862.3",0.000000011,39.7,341,383,2,44,45
"19255","jgi|Aurli1|44322|fgenesh1_kg.7_#_228_#_isotig04312","AAA_lid_3","PF17862.3",0.000000015,39.3,310,339,3,32,45
"19264","jgi|Aurli1|136539|estExt_fgenesh1_kg.C_1_t20039","AAA_lid_3","PF17862.3",0.000000018,39,329,371,2,44,45
"19338","jgi|Aurli1|139450|estExt_fgenesh1_kg.C_100120","AAA_lid_3","PF17862.3",0.000000048,37.7,376,418,1,43,45
"19381","jgi|Aurli1|141950|estExt_fgenesh1_kg.C_210138","AAA_lid_3","PF17862.3",0.0000001,36.6,372,415,1,44,45
"19430","jgi|Aurli1|137878|estExt_fgenesh1_kg.C_50074","AAA_lid_3","PF17862.3",0.00000026,35.4,323,358,5,40,45
"19437","jgi|Aurli1|86303|e_gw1.37.6.1","AAA_lid_3","PF17862.3",0.00000028,35.2,397,436,5,44,45
"19452","jgi|Aurli1|136164|estExt_fgenesh1_kg.C_1_t10147","AAA_lid_3","PF17862.3",0.00000035,34.9,344,388,1,45,45
"19475","jgi|Aurli1|115104|fgenesh1_pm.4_#_100","AAA_lid_3","PF17862.3",0.00000049,34.5,318,352,3,37,45
"19536","jgi|Aurli1|137525|estExt_fgenesh1_kg.C_40031","AAA_lid_3","PF17862.3",0.0000019,32.6,391,432,4,45,45
"19556","jgi|Aurli1|141029|estExt_fgenesh1_kg.C_160202","AAA_lid_3","PF17862.3",0.0000025,32.2,430,463,1,34,45
"26454","jgi|Aurli1|139122|estExt_fgenesh1_kg.C_90103","ABC_ATPase","PF09818.11",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003,565.4,80,520,2,430,448
"28120","jgi|Aurli1|136085|estExt_fgenesh1_kg.C_1_t10068","ABC_membrane_2","PF06472.17",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000018,298.2,87,337,14,263,269
"28121","jgi|Aurli1|136085|estExt_fgenesh1_kg.C_1_t10068","ABC_membrane_2","PF06472.17",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000018,298.2,762,1016,9,263,269
"28211","jgi|Aurli1|112544|estExt_Genewise1Plus.C_260149","ABC_membrane_2","PF06472.17",0.000000000000000000000000000000000059,126,70,315,18,266,269
"28222","jgi|Aurli1|298|gm1.298_g","ABC_membrane_2","PF06472.17",0.0000000000000000000000000001,105.6,96,359,4,265,269
"28232","jgi|Aurli1|82379|e_gw1.19.221.1","ABC_membrane_2","PF06472.17",0.0000000000027,51.7,1,109,115,224,269
"33125","jgi|Aurli1|70248|e_gw1.2.481.1","ABC_tran_Xtn","PF12848.9",0.000000000000000000001,81.7,274,357,1,85,85
"33140","jgi|Aurli1|79105|e_gw1.13.91.1","ABC_tran_Xtn","PF12848.9",0.0000000000000000000061,79.2,246,323,3,76,85
"34895","jgi|Aurli1|61829|gw1.13.412.1","Abhydrolase_3","PF07859.15",0.00000000000000000000000000000000000000066,142.3,48,264,1,210,211
"34911","jgi|Aurli1|147139|estExt_Genemark1.C_9_t10269","Abhydrolase_3","PF07859.15",0.000000000000000000000000000000000029,127.1,216,432,1,198,211
"34926","jgi|Aurli1|1645|gm1.1645_g","Abhydrolase_3","PF07859.15",0.0000000000000000000000000000000035,120.3,174,387,1,209,211
"34928","jgi|Aurli1|34448|fgenesh1_pg.9_#_444","Abhydrolase_3","PF07859.15",0.0000000000000000000000000000000053,119.7,99,339,1,210,211
"34935","jgi|Aurli1|130829|estExt_fgenesh1_pg.C_8_t10199","Abhydrolase_3","PF07859.15",0.000000000000000000000000000000025,117.6,147,348,1,209,211
"34947","jgi|Aurli1|138850|estExt_fgenesh1_kg.C_80102","Abhydrolase_3","PF07859.15",0.00000000000000000000000000000075,112.7,149,350,1,209,211
"34970","jgi|Aurli1|40543|fgenesh1_pg.27_#_134","Abhydrolase_3","PF07859.15",0.00000000000000000000000000015,105.2,172,398,1,208,211
"34974","jgi|Aurli1|136030|estExt_fgenesh1_kg.C_1_t10013","Abhydrolase_3","PF07859.15",0.00000000000000000000000000032,104.1,148,367,1,210,211
"34992","jgi|Aurli1|134247|estExt_fgenesh1_pg.C_200075","Abhydrolase_3","PF07859.15",0.00000000000000000000000001,99.2,271,393,1,108,211
"34998","jgi|Aurli1|40544|fgenesh1_pg.27_#_135","Abhydrolase_3","PF07859.15",0.000000000000000000000000022,98.1,128,354,1,208,211
"35018","jgi|Aurli1|50489|gw1.13.51.1","Abhydrolase_3","PF07859.15",0.000000000000000000000003,91.1,3,93,1,85,211
"35053","jgi|Aurli1|39980|fgenesh1_pg.24_#_58","Abhydrolase_3","PF07859.15",0.000000000000000000092,76.5,71,186,1,116,211
"35055","jgi|Aurli1|41007|fgenesh1_pg.31_#_82","Abhydrolase_3","PF07859.15",0.00000000000000000016,75.7,236,447,1,204,211
"35087","jgi|Aurli1|41811|fgenesh1_kg.1_#_231_#_isotig06991","Abhydrolase_3","PF07859.15",0.00000000000000075,63.7,17,309,1,210,211
"35172","jgi|Aurli1|137963|estExt_fgenesh1_kg.C_50159","Abhydrolase_3","PF07859.15",0.000000023,39.2,91,290,1,207,211
"35239","jgi|Aurli1|115224|fgenesh1_pm.4_#_220","Abhydrolase_3","PF07859.15",0.000064,28,135,264,1,122,211
"35282","jgi|Aurli1|60013|gw1.9.503.1","Abhydrolase_3","PF07859.15",0.00042,25.3,27,95,49,117,211
"35286","jgi|Aurli1|136199|estExt_fgenesh1_kg.C_1_t10182","Abhydrolase_3","PF07859.15",0.00045,25.2,112,199,1,90,211
"35316","jgi|Aurli1|138085|estExt_fgenesh1_kg.C_50286","Abhydrolase_3","PF07859.15",0.0017,23.3,185,257,49,120,211
"37624","jgi|Aurli1|119343|fgenesh1_pm.20_#_118","Acetyltransf_1","PF00583.27",0.000000000000077,56.9,34,146,4,117,117
"37656","jgi|Aurli1|46891|fgenesh1_kg.17_#_120_#_isotig09234","Acetyltransf_1","PF00583.27",0.00000000000022,55.5,29,128,18,117,117
"37657","jgi|Aurli1|76798|e_gw1.9.167.1","Acetyltransf_1","PF00583.27",0.00000000000023,55.4,26,127,23,117,117
"37660","jgi|Aurli1|138548|estExt_fgenesh1_kg.C_70104","Acetyltransf_1","PF00583.27",0.00000000000028,55.1,65,162,27,116,117
"37669","jgi|Aurli1|46408|fgenesh1_kg.15_#_71_#_isotig07338","Acetyltransf_1","PF00583.27",0.00000000000039,54.7,64,164,23,117,117
"37717","jgi|Aurli1|44233|fgenesh1_kg.7_#_139_#_isotig05323","Acetyltransf_1","PF00583.27",0.0000000000018,52.5,175,268,42,117,117
"37848","jgi|Aurli1|116899|fgenesh1_pm.9_#_319","Acetyltransf_1","PF00583.27",0.000000000053,47.8,46,141,24,117,117
