name_anno,max_exp,max_exp_raw
73682,19.97,1201061.94
A0A6S8EYY9,19.97,1408770.91
A0A6S8BUP1,19.97,1052450.57
43907,19.97,1113409.84
47106,19.97,1142373.19
142066,19.97,1176629.27
46439,19.97,1053020.97
123094,19.96,1134192.71
81669,19.96,1113445.75
38528,19.96,1173270.35
111852,19.96,1135892.25
44543,19.96,1085441.73
137949,19.95,1206079.06
139280,19.95,1124476.91
44474,19.95,1175502.91
56807,19.95,1201154.73
48161,19.95,1454514.72
136308,19.94,1120760.83
44752,19.94,1015439.03
44457,19.94,1101078.92
141127,19.94,1100800
137312,19.94,1136320.32
139352,19.94,1088824.86
45683,19.94,1332618.73
8387,19.94,1172545.6
42509,19.94,1099117.55
137837,19.94,1082400
47920,19.94,1114700
139586,19.94,1010403.11
141184,19.93,1108174.01
138306,19.93,1015858.02
143049,19.93,1107108.46
142749,19.92,1136517.37
115638,19.92,1173722.02
70248,19.92,1004980.61
142010,19.92,1204009.07
A0A6S8EWM6,19.92,1088022.65
132136,19.92,1280011.15
138031,19.92,1034579.47
140994,19.92,1206844.97
139787,19.92,1195312.76
141618,19.92,1359104.91
A0A6S8DHA9,19.91,1171261
44322,19.91,1045691.38
117679,19.91,1371814.25
46170,19.9,1159767.92
118967,19.9,1103531.46
114494,19.9,1033779.12
4023,19.9,1105787.73
137835,19.9,1149404.5
141116,19.9,1200562.89
88808,19.9,1132120.21
68650,19.9,1120321.21
A0A6S8BXA6,19.89,1113792.47
47522,19.89,1015900
139066,19.89,1124074.43
140820,19.89,1070400
141082,19.89,1085409.95
139949,19.88,1168524.64
42774,19.88,1258000
40131,19.88,1011235.71
43808,19.88,1195955.12
42049,19.88,1011153.99
43775,19.88,1218126.98
136860,19.88,1228057.49
136715,19.87,1246690.95
142593,19.87,1026072.04
138548,19.87,1100253.98
47244,19.87,1212795.72
115094,19.86,1176893.36
136835,19.86,1127349.22
61763,19.86,1059084.24
137652,19.85,986842.37
46471,19.85,1047200.49
138585,19.85,1166092.33
43789,19.85,1125820.05
142488,19.85,1001598.08
121490,19.85,1010030.69
116813,19.85,977625.6
140453,19.84,1086475.25
126447,19.84,1240300
A0A6S8C6L2,19.84,1170016.65
43021,19.84,1122322.76
44282,19.84,1145391.89
47806,19.84,1090082.49
A0A6S8FI62,19.83,1026518.96
5240,19.82,972692.89
139430,19.82,962430
132537,19.82,1189800
44691,19.82,1028085.74
49025,19.82,951169.9
46037,19.82,1040319.94
67521,19.82,1153404.26
36030,19.82,1046696.11
141113,19.82,1063361.96
60890,19.81,1033700
45593,19.81,1213117.34
A0A6S8E9V7,19.81,995820.15
47282,19.8,1120081.04
A0A6S8D8J3,19.8,1018526.36
78530,19.8,1202349.39
42007,19.8,1013698.48
137839,19.8,1161130.29
44656,19.8,982411.96
61326,19.8,949160
138286,19.8,1382804.97
42501,19.8,1083065.12
134269,19.8,983348.22
139802,19.79,1112868.72
142772,19.79,1132655.79
48436,19.79,997840.32
43266,19.79,921611.18
138308,19.79,949776.48
43993,19.79,979644.13
74786,19.79,996503.16
48863,19.79,1116016.81
58407,19.79,987667.3
42499,19.78,1115013.72
4409,19.78,1153314.67
95996,19.78,1102833.56
