A0A6S7ZHK9.1	jgi|Aurli1|137358|estExt_fgenesh1_kg.C_30218	100.000	322	0	0	184	505	1	322	0.0	1187
A0A6S7ZI02.1	jgi|Aurli1|141137|estExt_fgenesh1_kg.C_170111	100.000	791	0	0	1	791	1	791	0.0	2913
A0A6S7ZI43.1	jgi|Aurli1|6524|gm1.6524_g	100.000	338	0	0	1	338	1	338	0.0	1246
A0A6S7ZI59.1	jgi|Aurli1|44633|fgenesh1_kg.8_#_227_#_isotig06609	100.000	233	0	0	15	247	1	233	0.0	859
A0A6S7ZI91.1	jgi|Aurli1|32804|fgenesh1_pg.6_#_554	100.000	230	0	0	1	230	1	230	0.0	848
A0A6S7ZI96.1	jgi|Aurli1|48077|fgenesh1_kg.23_#_126_#_isotig01014	100.000	1410	0	0	152	1561	1	1410	0.0	5192
A0A6S7ZIE5.1	jgi|Aurli1|136920|estExt_fgenesh1_kg.C_20236	100.000	370	0	0	41	410	1	370	0.0	1363
A0A6S7ZIR2.1	jgi|Aurli1|136572|estExt_fgenesh1_kg.C_1_t20073	100.000	483	0	0	1	483	1	483	0.0	1779
A0A6S7ZIT5.1	jgi|Aurli1|44140|fgenesh1_kg.7_#_46_#_isotig05141	100.000	304	0	0	27	330	1	304	0.0	1121
A0A6S7ZIU8.1	jgi|Aurli1|45173|fgenesh1_kg.10_#_160_#_isotig05902	100.000	412	0	0	1	412	1	412	0.0	1518
A0A6S7ZIW7.1	jgi|Aurli1|139134|estExt_fgenesh1_kg.C_90115	100.000	208	0	0	1	208	1	208	0.0	767
A0A6S7ZIX7.1	jgi|Aurli1|119640|fgenesh1_pm.22_#_30	100.000	103	0	0	1	103	1	103	1.28e-120	381
A0A6S7ZJ20.1	jgi|Aurli1|139287|estExt_fgenesh1_kg.C_90271	100.000	153	0	0	1	153	1	153	0.0	565
A0A6S7ZJ22.1	jgi|Aurli1|46013|fgenesh1_kg.13_#_145_#_isotig06366	100.000	305	0	0	63	367	1	305	0.0	1124
A0A6S7ZJ35.1	jgi|Aurli1|47681|fgenesh1_kg.21_#_73_#_isotig05172	100.000	396	0	0	1	396	1	396	0.0	1459
A0A6S7ZJ44.1	jgi|Aurli1|145412|estExt_Genemark1.C_5_t10046	100.000	783	0	0	1	783	1	783	0.0	2884
A0A6S7ZJ51.1	jgi|Aurli1|139565|estExt_fgenesh1_kg.C_100238	100.000	685	0	0	1	685	1	685	0.0	2523
A0A6S7ZJ58.1	jgi|Aurli1|53399|gw1.4.188.1	100.000	275	0	0	134	408	1	275	0.0	1014
A0A6S7ZJ79.1	jgi|Aurli1|42107|fgenesh1_kg.1_#_527_#_isotig03399	100.000	521	0	0	1	521	1	521	0.0	1919
A0A6S7ZJD8.1	jgi|Aurli1|4917|gm1.4917_g	100.000	228	0	0	1	228	1	228	0.0	841
A0A6S7ZJE5.1	jgi|Aurli1|136481|estExt_fgenesh1_kg.C_1_t10479	100.000	295	0	0	1	295	1	295	0.0	1087
A0A6S7ZJL2.1	jgi|Aurli1|137411|estExt_fgenesh1_kg.C_30273	100.000	537	0	0	1	537	1	537	0.0	1978
A0A6S7ZJM5.1	jgi|Aurli1|139080|estExt_fgenesh1_kg.C_90060	100.000	160	0	0	1	160	1	160	0.0	590
A0A6S7ZJM6.1	jgi|Aurli1|142337|estExt_fgenesh1_kg.C_240068	100.000	297	0	0	1	297	1	297	0.0	1095
A0A6S7ZJY1.1	jgi|Aurli1|38410|fgenesh1_pg.19_#_30	100.000	456	0	0	1	456	1	456	0.0	1680
A0A6S7ZJZ8.1	jgi|Aurli1|6605|gm1.6605_g	100.000	509	0	0	1	509	1	509	0.0	1875
A0A6S7ZK34.1	jgi|Aurli1|75784|e_gw1.8.388.1	100.000	243	0	0	201	443	1	243	0.0	896
A0A6S7ZK48.1	jgi|Aurli1|140267|estExt_fgenesh1_kg.C_130101	100.000	199	0	0	1	199	1	199	0.0	734
A0A6S7ZK56.1	jgi|Aurli1|58992|gw1.27.110.1	100.000	64	0	0	36	99	1	64	1.58e-69	237
A0A6S7ZK62.1	jgi|Aurli1|43216|fgenesh1_kg.4_#_109_#_isotig10173	100.000	100	0	0	1	100	1	100	5.48e-117	370
A0A6S7ZK65.1	jgi|Aurli1|140518|estExt_fgenesh1_kg.C_140105	100.000	677	0	0	1	677	1	677	0.0	2494
A0A6S7ZK66.1	jgi|Aurli1|118957|fgenesh1_pm.18_#_111	100.000	177	0	0	1	177	1	177	0.0	653
A0A6S7ZK78.1	jgi|Aurli1|135420|estExt_fgenesh1_pg.C_280029	100.000	1213	0	0	1	1213	48	1260	0.0	4467
A0A6S7ZK79.1	jgi|Aurli1|47308|fgenesh1_kg.19_#_94_#_isotig03869	100.000	555	0	0	1	555	1	555	0.0	2044
A0A6S7ZKB2.1	jgi|Aurli1|76535|e_gw1.9.19.1	100.000	384	0	0	1	384	1	384	0.0	1415
A0A6S7ZKE8.1	jgi|Aurli1|47879|fgenesh1_kg.22_#_88_#_isotig05445	100.000	463	0	0	1	463	1	463	0.0	1706
A0A6S7ZKJ0.1	jgi|Aurli1|142446|estExt_fgenesh1_kg.C_250083	100.000	172	0	0	1	172	1	172	0.0	635
A0A6S7ZKK5.1	jgi|Aurli1|38293|fgenesh1_pg.18_#_297	100.000	193	0	0	1	193	1	193	0.0	712
A0A6S7ZKQ4.1	jgi|Aurli1|694|gm1.694_g	100.000	444	0	0	1	444	1	444	0.0	1636
A0A6S7ZKY8.1	jgi|Aurli1|42920|fgenesh1_kg.3_#_178_#_isotig03287	100.000	769	0	0	1	769	1	769	0.0	2832
A0A6S7ZL04.1	jgi|Aurli1|42324|fgenesh1_kg.2_#_52_#_isotig04849	100.000	493	0	0	1	493	1	493	0.0	1816
A0A6S7ZL06.1	jgi|Aurli1|140167|estExt_fgenesh1_kg.C_120230	100.000	175	0	0	1	175	1	175	0.0	646
A0A6S7ZL08.1	jgi|Aurli1|102422|estExt_Genewise1Plus.C_3_t10093	97.027	639	0	1	1	639	1	620	0.0	2262
A0A6S7ZL21.1	jgi|Aurli1|80466|e_gw1.15.310.1	100.000	428	0	0	17	444	1	428	0.0	1577
A0A6S7ZL30.1	jgi|Aurli1|73614|e_gw1.5.671.1	100.000	186	0	0	1	186	1	186	0.0	686
A0A6S7ZL41.1	jgi|Aurli1|82112|e_gw1.18.217.1	100.000	368	0	0	20	387	1	368	0.0	1356
A0A6S7ZL97.1	jgi|Aurli1|140148|estExt_fgenesh1_kg.C_120211	100.000	731	0	0	1	731	1	731	0.0	2692
A0A6S7ZLB5.1	jgi|Aurli1|72021|e_gw1.3.511.1	100.000	478	0	0	78	555	1	478	0.0	1761
A0A6S7ZLB8.1	jgi|Aurli1|43938|fgenesh1_kg.6_#_154_#_isotig03089	100.000	713	0	0	1	713	94	806	0.0	2626
A0A6S7ZLD9.1	jgi|Aurli1|46471|fgenesh1_kg.15_#_134_#_isotig07101	100.000	288	0	0	6	293	1	288	0.0	1062
A0A6S7ZLH2.1	jgi|Aurli1|140578|estExt_fgenesh1_kg.C_140168	100.000	477	0	0	1	477	1	477	0.0	1757
A0A6S7ZLR6.1	jgi|Aurli1|138117|estExt_fgenesh1_kg.C_50318	100.000	621	0	0	1	621	1	621	0.0	2287
A0A6S7ZLT8.1	jgi|Aurli1|40544|fgenesh1_pg.27_#_135	100.000	348	0	0	1	348	36	383	0.0	1282
A0A6S7ZM08.1	jgi|Aurli1|102883|estExt_Genewise1Plus.C_3_t20226	100.000	355	0	0	101	455	1	355	0.0	1308
A0A6S7ZM13.1	jgi|Aurli1|47177|fgenesh1_kg.18_#_198_#_isotig03306	100.000	643	0	0	1	643	1	643	0.0	2368
A0A6S7ZM28.1	jgi|Aurli1|55993|gw1.14.209.1	100.000	324	0	0	36	359	1	324	0.0	1194
A0A6S7ZM50.1	jgi|Aurli1|137424|estExt_fgenesh1_kg.C_30286	100.000	1019	0	0	58	1076	1	1019	0.0	3752
A0A6S7ZM94.1	jgi|Aurli1|1009|gm1.1009_g	100.000	1023	0	0	49	1071	1	1023	0.0	3767
A0A6S7ZMB1.1	jgi|Aurli1|47424|fgenesh1_kg.20_#_38_#_isotig05201	100.000	473	0	0	1	473	1	473	0.0	1743
A0A6S7ZMC6.1	jgi|Aurli1|141707|estExt_fgenesh1_kg.C_200102	100.000	786	0	0	38	823	1	786	0.0	2895
A0A6S7ZMH2.1	jgi|Aurli1|46487|fgenesh1_kg.15_#_150_#_isotig03603	100.000	666	0	0	1	666	1	666	0.0	2453
A0A6S7ZMH6.1	jgi|Aurli1|47875|fgenesh1_kg.22_#_84_#_isotig02311	100.000	1003	0	0	1	1003	1	1003	0.0	3694
A0A6S7ZMN3.1	jgi|Aurli1|43520|fgenesh1_kg.5_#_88_#_isotig03940	100.000	546	0	0	1	546	50	595	0.0	2011
A0A6S7ZMP2.1	jgi|Aurli1|44799|fgenesh1_kg.9_#_107_#_isotig04116	100.000	502	0	0	1	502	1	502	0.0	1849
A0A6S7ZMQ1.1	jgi|Aurli1|138197|estExt_fgenesh1_kg.C_60047	100.000	424	0	0	1	424	1	424	0.0	1562
A0A6S7ZMR2.1	jgi|Aurli1|50828|gw1.5.61.1	100.000	174	0	0	19	192	1	174	0.0	642
A0A6S7ZMV5.1	jgi|Aurli1|45026|fgenesh1_kg.10_#_13_#_isotig07249	100.000	327	0	0	251	577	1	327	0.0	1205
A0A6S7ZMX4.1	jgi|Aurli1|136865|estExt_fgenesh1_kg.C_20179	100.000	1279	0	0	1	1279	1	1279	0.0	4710
A0A6S7ZMZ6.1	jgi|Aurli1|142198|estExt_fgenesh1_kg.C_230060	100.000	404	0	0	15	418	1	404	0.0	1489
A0A6S7ZN11.1	jgi|Aurli1|40250|fgenesh1_pg.25_#_150	100.000	250	0	0	1	250	1	250	0.0	922
A0A6S7ZN30.1	jgi|Aurli1|58775|gw1.9.445.1	100.000	250	0	0	71	320	1	250	0.0	922
A0A6S7ZN41.1	jgi|Aurli1|47925|fgenesh1_kg.22_#_134_#_isotig03570	100.000	603	0	0	1	603	1	603	0.0	2221
A0A6S7ZN53.1	jgi|Aurli1|5590|gm1.5590_g	100.000	332	0	0	1	332	1	332	0.0	1224
A0A6S7ZN73.1	jgi|Aurli1|41630|fgenesh1_kg.1_#_50_#_isotig01021	100.000	1118	0	0	1	1118	1	1118	0.0	4117
A0A6S7ZNE2.1	jgi|Aurli1|140845|estExt_fgenesh1_kg.C_160013	100.000	599	0	0	1	599	1	599	0.0	2206
A0A6S7ZNF1.1	jgi|Aurli1|73034|e_gw1.5.701.1	100.000	348	0	0	1	348	1	348	0.0	1282
A0A6S7ZNH5.1	jgi|Aurli1|58610|gw1.6.410.1	100.000	225	0	0	20	244	1	225	0.0	830
A0A6S7ZNI6.1	jgi|Aurli1|142049|estExt_fgenesh1_kg.C_220063	100.000	937	0	0	1	937	45	981	0.0	3451
A0A6S7ZNJ0.1	jgi|Aurli1|36523|fgenesh1_pg.13_#_437	100.000	332	0	0	1	332	1	332	0.0	1224
A0A6S7ZNL5.1	jgi|Aurli1|47729|fgenesh1_kg.21_#_121_#_isotig03640	100.000	674	0	0	1	674	1	674	0.0	2482
A0A6S7ZNL9.1	jgi|Aurli1|42525|fgenesh1_kg.2_#_253_#_isotig06921	100.000	268	0	0	1	268	1	268	0.0	988
A0A6S7ZNV7.1	jgi|Aurli1|142515|estExt_fgenesh1_kg.C_260054	100.000	623	0	0	1	623	1	623	0.0	2295
A0A6S7ZNX3.1	jgi|Aurli1|48619|fgenesh1_kg.29_#_73_#_isotig02779	100.000	748	0	0	1	748	1	748	0.0	2755
A0A6S7ZNZ2.1	jgi|Aurli1|45404|fgenesh1_kg.11_#_63_#_isotig05335	100.000	487	0	0	1	487	1	487	0.0	1794
A0A6S7ZP76.1	jgi|Aurli1|128296|estExt_fgenesh1_pg.C_2_t10302	100.000	1356	0	0	1	1356	1	1356	0.0	4993
A0A6S7ZP96.1	jgi|Aurli1|52331|gw1.8.118.1	100.000	439	0	0	204	642	1	439	0.0	1617
A0A6S7ZPA1.1	jgi|Aurli1|75572|e_gw1.8.394.1	100.000	299	0	0	291	589	1	299	0.0	1102
A0A6S7ZPA6.1	jgi|Aurli1|93260|estExt_Genewise1.C_10_t10308	100.000	122	0	0	73	194	1	122	3.60e-137	451
A0A6S7ZPE5.1	jgi|Aurli1|45373|fgenesh1_kg.11_#_32_#_isotig05804	100.000	424	0	0	1	424	1	424	0.0	1562
A0A6S7ZPH8.1	jgi|Aurli1|43461|fgenesh1_kg.5_#_29_#_isotig04089	100.000	486	0	0	1	486	27	512	0.0	1790
A0A6S7ZPJ3.1	jgi|Aurli1|140992|estExt_fgenesh1_kg.C_160165	100.000	240	0	0	41	280	1	240	0.0	885
A0A6S7ZPN3.1	jgi|Aurli1|47161|fgenesh1_kg.18_#_182_#_isotig05025	100.000	494	0	0	1	494	1	494	0.0	1820
A0A6S7ZPP2.1	jgi|Aurli1|47632|fgenesh1_kg.21_#_24_#_isotig06235	100.000	323	0	0	22	344	1	323	0.0	1190
A0A6S7ZPS1.1	jgi|Aurli1|113507|fgenesh1_pm.1_#_28	100.000	495	0	0	119	613	1	495	0.0	1824
A0A6S7ZPT8.1	jgi|Aurli1|142693|estExt_fgenesh1_kg.C_290006	100.000	1078	0	0	1	1078	1	1078	0.0	3970
A0A6S7ZPU6.1	jgi|Aurli1|120262|fgenesh1_pm.28_#_1	100.000	461	0	0	1	461	1	461	0.0	1698
A0A6S7ZPV0.1	jgi|Aurli1|137066|estExt_fgenesh1_kg.C_20387	100.000	289	0	0	1	289	1	289	0.0	1065
A0A6S7ZPX6.1	jgi|Aurli1|109737|estExt_Genewise1Plus.C_160406	100.000	381	0	0	1	381	1	381	0.0	1404
A0A6S7ZQ31.1	jgi|Aurli1|118859|fgenesh1_pm.18_#_13	100.000	243	0	0	1	243	1	243	0.0	896
A0A6S7ZQ40.1	jgi|Aurli1|48617|fgenesh1_kg.29_#_71_#_isotig05275	100.000	369	0	0	1	369	1	369	0.0	1360
A0A6S7ZQ83.1	jgi|Aurli1|45216|fgenesh1_kg.10_#_203_#_isotig05009	100.000	523	0	0	6	528	1	523	0.0	1927
A0A6S7ZQ90.1	jgi|Aurli1|44339|fgenesh1_kg.7_#_245_#_isotig09859	100.000	159	0	0	1	159	1	159	0.0	587
A0A6S7ZQB6.1	jgi|Aurli1|116490|fgenesh1_pm.8_#_212	100.000	525	0	0	1	525	1	525	0.0	1934
A0A6S7ZQD1.1	jgi|Aurli1|46982|fgenesh1_kg.18_#_3_#_isotig04489	100.000	523	0	0	49	571	1	523	0.0	1927
A0A6S7ZQD5.1	jgi|Aurli1|139292|estExt_fgenesh1_kg.C_90276	100.000	478	0	0	1	478	19	496	0.0	1761
A0A6S7ZQD7.1	jgi|Aurli1|139611|estExt_fgenesh1_kg.C_100286	100.000	413	0	0	1	413	1	413	0.0	1522
A0A6S7ZQH8.1	jgi|Aurli1|147683|estExt_Genemark1.C_10_t20012	100.000	418	0	0	1	418	1	418	0.0	1540
A0A6S7ZQI5.1	jgi|Aurli1|121490|estExt_fgenesh1_pm.C_20167	100.000	628	0	0	63	690	10	637	0.0	2313
A0A6S7ZQJ4.1	jgi|Aurli1|143001|estExt_fgenesh1_kg.C_360014	100.000	542	0	0	1	542	1	542	0.0	1997
A0A6S7ZQM8.1	jgi|Aurli1|43266|fgenesh1_kg.4_#_159_#_isotig04228	100.000	548	0	0	1	548	1	548	0.0	2019
A0A6S7ZQQ3.1	jgi|Aurli1|139270|estExt_fgenesh1_kg.C_90253	100.000	287	0	0	1	287	1	287	0.0	1058
A0A6S7ZQQ4.1	jgi|Aurli1|68342|e_gw1.1.670.1	100.000	668	0	0	137	804	1	668	0.0	2460
A0A6S7ZQS0.1	jgi|Aurli1|137957|estExt_fgenesh1_kg.C_50153	100.000	1691	0	0	1	1691	1	1691	0.0	6226
A0A6S7ZQX0.1	jgi|Aurli1|47310|fgenesh1_kg.19_#_96_#_isotig06022	100.000	389	0	0	1	389	1	389	0.0	1433
A0A6S7ZQX9.1	jgi|Aurli1|141536|estExt_fgenesh1_kg.C_190093	100.000	337	0	0	1	337	1	337	0.0	1242
A0A6S7ZQZ4.1	jgi|Aurli1|47441|fgenesh1_kg.20_#_55_#_isotig03714	100.000	641	0	0	25	665	1	641	0.0	2361
A0A6S7ZR76.1	jgi|Aurli1|43124|fgenesh1_kg.4_#_17_#_isotig04079	100.000	543	0	0	1	543	1	543	0.0	2000
A0A6S7ZR91.1	jgi|Aurli1|136736|estExt_fgenesh1_kg.C_20047	100.000	214	0	0	1	214	1	214	0.0	789
A0A6S7ZRD2.1	jgi|Aurli1|137354|estExt_fgenesh1_kg.C_30214	100.000	181	0	0	1	181	1	181	0.0	668
A0A6S7ZRD5.1	jgi|Aurli1|84737|e_gw1.25.60.1	100.000	331	0	0	1	331	1	331	0.0	1220
A0A6S7ZRP1.1	jgi|Aurli1|67075|gw1.2.1109.1	100.000	270	0	0	70	339	1	270	0.0	995
A0A6S7ZRQ2.1	jgi|Aurli1|45100|fgenesh1_kg.10_#_87_#_isotig08702	100.000	110	0	0	25	134	1	110	4.09e-126	406
A0A6S7ZRR3.1	jgi|Aurli1|140548|estExt_fgenesh1_kg.C_140138	100.000	203	0	0	1	203	1	203	0.0	749
A0A6S7ZRS1.1	jgi|Aurli1|42828|fgenesh1_kg.3_#_86_#_isotig04889	100.000	465	0	0	1	465	1	465	0.0	1713
A0A6S7ZRS3.1	jgi|Aurli1|123094|estExt_fgenesh1_pm.C_70158	100.000	437	0	0	39	475	1	437	0.0	1610
A0A6S7ZRX3.1	jgi|Aurli1|80577|e_gw1.15.278.1	100.000	374	0	0	46	419	1	374	0.0	1378
A0A6S7ZRX9.1	jgi|Aurli1|61961|gw1.12.441.1	100.000	606	0	0	56	661	1	606	0.0	2232
A0A6S7ZS06.1	jgi|Aurli1|141148|estExt_fgenesh1_kg.C_170122	100.000	111	0	0	1	111	1	111	2.63e-130	410
A0A6S7ZS78.1	jgi|Aurli1|3875|gm1.3875_g	100.000	165	0	0	13	177	1	165	0.0	609
A0A6S7ZS84.1	jgi|Aurli1|138909|estExt_fgenesh1_kg.C_80162	100.000	1184	0	0	1	1184	1	1184	0.0	4360
A0A6S7ZSA2.1	jgi|Aurli1|137189|estExt_fgenesh1_kg.C_30044	100.000	258	0	0	1	258	1	258	0.0	951
A0A6S7ZSB3.1	jgi|Aurli1|125257|estExt_fgenesh1_pm.C_160077	98.175	548	1	1	77	624	43	581	0.0	1966
A0A6S7ZSE8.1	jgi|Aurli1|139962|estExt_fgenesh1_kg.C_120021	100.000	598	0	0	1	598	1	598	0.0	2203
A0A6S7ZSG4.1	jgi|Aurli1|138485|estExt_fgenesh1_kg.C_70040	100.000	399	0	0	1	399	1	399	0.0	1470
A0A6S7ZSI1.1	jgi|Aurli1|143822|estExt_Genemark1.C_1_t30018	100.000	673	0	0	1	673	1	673	0.0	2479
A0A6S7ZSJ0.1	jgi|Aurli1|132136|estExt_fgenesh1_pg.C_110465	100.000	490	0	0	1	490	1	490	0.0	1805
A0A6S7ZSJ6.1	jgi|Aurli1|139272|estExt_fgenesh1_kg.C_90255	100.000	298	0	0	42	339	1	298	0.0	1098
A0A6S7ZSN5.1	jgi|Aurli1|117249|fgenesh1_pm.11_#_27	100.000	434	0	0	1	434	1	434	0.0	1599
A0A6S7ZSP5.1	jgi|Aurli1|126114|estExt_fgenesh1_pm.C_210020	100.000	355	0	0	1	355	1	355	0.0	1308
A0A6S7ZSW4.1	jgi|Aurli1|140537|estExt_fgenesh1_kg.C_140126	100.000	549	0	0	1	549	1	549	0.0	2022
A0A6S7ZSZ2.1	jgi|Aurli1|139664|estExt_fgenesh1_kg.C_110013	100.000	813	0	0	1	813	1	813	0.0	2994
A0A6S7ZT07.1	jgi|Aurli1|142287|estExt_fgenesh1_kg.C_240016	100.000	153	0	0	1	153	1	153	0.0	565
A0A6S7ZT09.1	jgi|Aurli1|140281|estExt_fgenesh1_kg.C_130117	100.000	226	0	0	1	226	1	226	0.0	833
A0A6S7ZT18.1	jgi|Aurli1|119535|fgenesh1_pm.21_#_106	100.000	1105	0	0	158	1262	33	1137	0.0	4069
A0A6S7ZT34.1	jgi|Aurli1|47953|fgenesh1_kg.23_#_2_#_isotig03040	100.000	623	0	0	1	623	1	623	0.0	2295
A0A6S7ZT39.1	jgi|Aurli1|46909|fgenesh1_kg.17_#_138_#_isotig04136	100.000	546	0	0	1	546	59	604	0.0	2011
A0A6S7ZT85.1	jgi|Aurli1|31817|fgenesh1_pg.5_#_168	100.000	195	0	0	1	195	1	195	0.0	719
A0A6S7ZT99.1	jgi|Aurli1|43242|fgenesh1_kg.4_#_135_#_isotig03704	100.000	645	0	0	1	645	1	645	0.0	2376
A0A6S7ZTA8.1	jgi|Aurli1|46678|fgenesh1_kg.16_#_110_#_isotig09714	100.000	117	0	0	1	117	1	117	1.43e-137	432
A0A6S7ZTB1.1	jgi|Aurli1|142031|estExt_fgenesh1_kg.C_220043	100.000	363	0	0	1	363	1	363	0.0	1338
A0A6S7ZTB9.1	jgi|Aurli1|48287|fgenesh1_kg.25_#_82_#_isotig08214	100.000	208	0	0	1	208	1	208	0.0	767
A0A6S7ZTF3.1	jgi|Aurli1|142442|estExt_fgenesh1_kg.C_250079	100.000	362	0	0	1	362	1	362	0.0	1334
A0A6S7ZTK3.1	jgi|Aurli1|37079|fgenesh1_pg.15_#_199	100.000	838	0	0	1	838	1	838	0.0	3086
A0A6S7ZTK4.1	jgi|Aurli1|133302|estExt_fgenesh1_pg.C_160095	100.000	496	0	0	1	496	1	496	0.0	1827
A0A6S7ZTM4.1	jgi|Aurli1|140820|estExt_fgenesh1_kg.C_150216	100.000	355	0	0	1	355	1	355	0.0	1308
A0A6S7ZTM9.1	jgi|Aurli1|47804|fgenesh1_kg.22_#_13_#_isotig05263	100.000	341	0	0	39	379	1	341	0.0	1257
A0A6S7ZTP0.1	jgi|Aurli1|136652|estExt_fgenesh1_kg.C_1_t20153	100.000	411	0	0	1	411	1	411	0.0	1514
A0A6S7ZTT7.1	jgi|Aurli1|137462|estExt_fgenesh1_kg.C_30327	100.000	230	0	0	1	230	1	230	0.0	848
A0A6S7ZTU3.1	jgi|Aurli1|142810|estExt_fgenesh1_kg.C_300052	100.000	664	0	0	1	664	1	664	0.0	2446
A0A6S7ZTZ4.1	jgi|Aurli1|136646|estExt_fgenesh1_kg.C_1_t20147	100.000	145	0	0	110	254	1	145	2.75e-163	535
A0A6S7ZTZ8.1	jgi|Aurli1|121543|estExt_fgenesh1_pm.C_20226	100.000	340	0	0	30	369	25	364	0.0	1253
A0A6S7ZU59.1	jgi|Aurli1|75720|e_gw1.8.433.1	100.000	209	0	0	59	267	1	209	0.0	771
A0A6S7ZU84.1	jgi|Aurli1|140357|estExt_fgenesh1_kg.C_130200	100.000	233	0	0	121	353	1	233	0.0	859
