"qseqid","diff_Tscore","diff_E_Value","diff_P_Ident","perc_diff_Tscore","Group"
"ENA|CAB5767638|CAB5767638.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5767703|CAB5767703.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5767709|CAB5767709.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5767711|CAB5767711.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768039|CAB5768039.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768098|CAB5768098.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768104|CAB5768104.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768355|CAB5768355.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768640|CAB5768640.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768674|CAB5768674.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768741|CAB5768741.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768808|CAB5768808.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5768948|CAB5768948.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5769678|CAB5769678.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5769682|CAB5769682.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5769693|CAB5769693.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5769912|CAB5769912.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5770030|CAB5770030.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5770166|CAB5770166.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5770489|CAB5770489.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5770576|CAB5770576.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5770970|CAB5770970.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5770988|CAB5770988.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771023|CAB5771023.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771114|CAB5771114.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771269|CAB5771269.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771272|CAB5771272.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771275|CAB5771275.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771280|CAB5771280.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771299|CAB5771299.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771389|CAB5771389.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771464|CAB5771464.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771638|CAB5771638.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5771812|CAB5771812.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5772037|CAB5772037.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5772597|CAB5772597.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773124|CAB5773124.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773136|CAB5773136.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773142|CAB5773142.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773538|CAB5773538.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773555|CAB5773555.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773559|CAB5773559.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773694|CAB5773694.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773927|CAB5773927.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5773932|CAB5773932.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774010|CAB5774010.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774346|CAB5774346.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774352|CAB5774352.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774639|CAB5774639.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774644|CAB5774644.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774648|CAB5774648.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774745|CAB5774745.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774841|CAB5774841.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5774979|CAB5774979.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5775311|CAB5775311.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5775472|CAB5775472.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5775736|CAB5775736.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5775742|CAB5775742.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5775867|CAB5775867.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5777533|CAB5777533.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5777541|CAB5777541.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5777943|CAB5777943.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5779237|CAB5779237.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5779368|CAB5779368.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5779534|CAB5779534.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5779789|CAB5779789.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5780113|CAB5780113.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5780211|CAB5780211.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5780608|CAB5780608.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5780831|CAB5780831.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5781461|CAB5781461.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5781707|CAB5781707.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5781902|CAB5781902.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782283|CAB5782283.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782378|CAB5782378.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782383|CAB5782383.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782395|CAB5782395.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782405|CAB5782405.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782423|CAB5782423.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782452|CAB5782452.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782627|CAB5782627.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782726|CAB5782726.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782736|CAB5782736.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782797|CAB5782797.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782859|CAB5782859.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782873|CAB5782873.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5782941|CAB5782941.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5783180|CAB5783180.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5783594|CAB5783594.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5784303|CAB5784303.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5784399|CAB5784399.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5784440|CAB5784440.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5784787|CAB5784787.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5784821|CAB5784821.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5784929|CAB5784929.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5785228|CAB5785228.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5785253|CAB5785253.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5785524|CAB5785524.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5786069|CAB5786069.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787096|CAB5787096.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787187|CAB5787187.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787222|CAB5787222.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787261|CAB5787261.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787335|CAB5787335.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787505|CAB5787505.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787614|CAB5787614.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787742|CAB5787742.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5787745|CAB5787745.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5788455|CAB5788455.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5788585|CAB5788585.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5788769|CAB5788769.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5788932|CAB5788932.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5790071|CAB5790071.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5790140|CAB5790140.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5790170|CAB5790170.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5790232|CAB5790232.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5790401|CAB5790401.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5790763|CAB5790763.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5790914|CAB5790914.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5791611|CAB5791611.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5791798|CAB5791798.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5791846|CAB5791846.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5792423|CAB5792423.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5792856|CAB5792856.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5792951|CAB5792951.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793035|CAB5793035.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793054|CAB5793054.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793082|CAB5793082.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793277|CAB5793277.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793333|CAB5793333.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793342|CAB5793342.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793630|CAB5793630.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5793937|CAB5793937.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794105|CAB5794105.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794239|CAB5794239.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794342|CAB5794342.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794416|CAB5794416.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794528|CAB5794528.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794868|CAB5794868.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794910|CAB5794910.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794967|CAB5794967.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5794985|CAB5794985.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5795046|CAB5795046.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5795182|CAB5795182.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5795263|CAB5795263.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5796437|CAB5796437.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5797117|CAB5797117.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5797168|CAB5797168.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5797556|CAB5797556.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5797738|CAB5797738.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5797800|CAB5797800.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5798073|CAB5798073.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5798533|CAB5798533.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5798978|CAB5798978.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5799489|CAB5799489.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5799672|CAB5799672.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5799731|CAB5799731.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5800108|CAB5800108.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5800363|CAB5800363.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5800496|CAB5800496.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5800636|CAB5800636.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5800918|CAB5800918.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5801272|CAB5801272.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5801352|CAB5801352.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5801534|CAB5801534.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5801897|CAB5801897.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5802221|CAB5802221.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5802274|CAB5802274.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5802521|CAB5802521.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5802887|CAB5802887.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5802972|CAB5802972.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5803210|CAB5803210.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5803231|CAB5803231.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5803270|CAB5803270.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5803285|CAB5803285.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5803309|CAB5803309.1",NA,NA,NA,NA,"aurli_only"
"ENA|CAB5803580|CAB5803580.1",NA,NA,NA,NA,"aurli_only"
