A0A1B3PEJ5;|A0A6S8BSM1.1|(obsolete);	A0A348FVC9_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4	99.6	271	1	0	5.20e-203	547	A0A348FVC9_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4
A0A3S9VMC7;	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	96.8	910	3	1	0.0	1738	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A3S9VMC7;	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4	29.7	495	288	14	1.23e-45	175	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4
A0A3S9VMC7;	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	29.7	495	288	14	1.23e-45	175	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A3S9VMC7;	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	35.1	259	148	6	3.12e-35	140	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A3S9VMC7;	A0A0H4J9K5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._YLH70	24.0	287	157	13	1.16e-08	52.4	A0A0H4J9K5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._YLH70
A0A3S9VMC7;	A0A5J6CXS1_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp.	39.8	83	44	3	1.17e-07	50.1	A0A5J6CXS1_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp.
A0A3S9VMC7;	A0A0K1R5P4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	39.8	83	44	3	1.17e-07	50.1	A0A0K1R5P4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8A1G9.1|(obsolete);	A0A481XHU2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_acetophilum	100	217	0	0	1.61e-159	434	A0A481XHU2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_acetophilum
A0A6S8ABS6.1|(obsolete);	A0A345DF76_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._PKUSW7	35.0	557	329	12	9.32e-94	296	A0A345DF76_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._PKUSW7
A0A6S8AEM3.1|(obsolete);	A0A0H4J9K5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._YLH70	23.3	227	146	7	4.85e-11	55.5	A0A0H4J9K5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._YLH70
A0A6S8APC9.1|(obsolete);	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	27.9	305	185	10	5.55e-27	102	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8AS53.1|(obsolete);	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	31.4	290	179	7	1.03e-27	114	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A6S8AS53.1|(obsolete);	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	31.4	290	179	7	2.05e-27	114	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A6S8AS53.1|(obsolete);	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4	26.2	328	198	14	1.76e-14	71.6	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4
A0A6S8AS53.1|(obsolete);	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	26.2	328	198	14	1.76e-14	71.6	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A6S8AS53.1|(obsolete);	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	24.9	257	155	10	5.02e-12	63.5	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A6S8AWF1.1|(obsolete);	scaffold00091_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	63.9	332	106	3	1.12e-146	415	scaffold00091_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8AWF1.1|(obsolete);	scaffold00175_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	63.6	332	107	3	1.29e-145	412	scaffold00175_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8AX53.1|(obsolete);	A0A109RT44_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116	27.0	482	292	15	8.53e-42	150	A0A109RT44_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116
A0A6S8AYT9.1|(obsolete);	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	26.4	231	148	7	1.88e-09	51.6	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8B0J0.1|(obsolete);	A0A3Q9WAL0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	50.0	40	20	0	6.71e-06	41.2	A0A3Q9WAL0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8B0J0.1|(obsolete);	A0A3Q9W8X2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	50.0	40	20	0	6.71e-06	41.2	A0A3Q9W8X2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8B1C0.1|(obsolete);	A0ER60_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	47.1	312	154	1	4.34e-103	300	A0ER60_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8B230.1|(obsolete);	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4	29.7	101	57	4	7.68e-04	33.5	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4
A0A6S8B230.1|(obsolete);	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	29.7	101	57	4	7.68e-04	33.5	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A6S8B230.1|(obsolete);	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	29.7	101	57	4	7.68e-04	33.5	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A6S8B4D8.1|(obsolete);	U3KZM8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KRS101	31.7	60	35	2	1.50e-04	35.8	U3KZM8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KRS101
A0A6S8B4D8.1|(obsolete);	A0A0M4QHX0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._TA4	31.7	60	35	2	1.50e-04	35.8	A0A0M4QHX0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._TA4
A0A6S8B4D8.1|(obsolete);	A0A0M5LMP0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	31.7	60	35	2	1.50e-04	35.8	A0A0M5LMP0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A6S8B591.1|(obsolete);	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	24.6	472	312	9	1.35e-29	115	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A6S8B591.1|(obsolete);	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	28.9	298	191	4	9.78e-29	112	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A6S8B591.1|(obsolete);	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4	30.5	275	159	7	1.45e-24	99.8	A0A348FVC7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4
A0A6S8B591.1|(obsolete);	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	30.5	275	159	7	1.45e-24	99.8	A0A076NB29_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A6S8B591.1|(obsolete);	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	30.7	251	143	6	1.09e-21	90.9	A0A1U9Y6B5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A6S8B591.1|(obsolete);	A0A5J6CXS1_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp.	23.7	494	251	14	4.91e-11	57.4	A0A5J6CXS1_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp.
A0A6S8B591.1|(obsolete);	A0A0K1R5P4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	23.7	494	251	14	4.91e-11	57.4	A0A0K1R5P4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
W8FWG9;|A0A6S8B7T0.1|(obsolete);	A0A0H4J9K5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._YLH70	99.7	391	1	0	5.67e-272	732	A0A0H4J9K5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._YLH70
W8FWG9;|A0A6S8B7T0.1|(obsolete);	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	25.5	322	190	14	3.15e-12	60.5	A0A1S6YK92_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
W8FWG9;|A0A6S8B7T0.1|(obsolete);	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	23.6	348	190	15	8.69e-08	46.6	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A6S8BCL3.1|(obsolete);	A0A3Q9WAL0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	23.7	539	334	23	4.29e-09	51.6	A0A3Q9WAL0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8BCL3.1|(obsolete);	A0A3Q9W8X2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	24.0	542	329	25	4.29e-09	51.6	A0A3Q9W8X2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8BQG2.1|(obsolete);	A0A1I9RFJ5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116	37.2	567	306	11	6.54e-111	339	A0A1I9RFJ5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116
A0A6S8BR13.1|(obsolete);	A0A109RT44_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116	33.7	540	266	13	7.78e-82	268	A0A109RT44_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116
A0A6S8C5R2.1|(obsolete);	A0A3Q9WAL0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	47.9	48	25	0	7.44e-09	50.8	A0A3Q9WAL0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8C5R2.1|(obsolete);	A0A3Q9W8X2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	52.5	40	19	0	5.05e-08	48.1	A0A3Q9W8X2_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8C7A5.1|(obsolete);	A0A345DF76_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._PKUSW7	99.7	754	2	0	0.0	1479	A0A345DF76_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._PKUSW7
A0A6S8C8M0.1|(obsolete);	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	26.7	135	86	2	1.89e-09	50.4	A0A076NC49_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
Q1KNJ1;	U3KZM8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KRS101	99.2	387	3	0	1.67e-287	771	U3KZM8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KRS101
Q1KNJ1;	A0A0M4QHX0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._TA4	99.2	387	3	0	1.67e-287	771	A0A0M4QHX0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._TA4
Q1KNJ1;	A0A0M5LMP0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	99.2	387	3	0	1.67e-287	771	A0A0M5LMP0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
Q1KNJ1;	scaffold00213_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	79.1	388	80	1	9.51e-226	620	scaffold00213_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
Q1KNJ1;	scaffold00227_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105	79.1	388	80	1	9.51e-226	620	scaffold00227_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KH105
A0A6S8CJS2.1|(obsolete);	A0A481XI74_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_acetophilum	39.0	100	47	6	1.58e-12	53.9	A0A481XI74_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_acetophilum
A0A6S8CU85.1|(obsolete);	A0A5J6CXS1_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp.	41.5	41	24	0	3.99e-04	35.0	A0A5J6CXS1_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp.
A0A6S8CU85.1|(obsolete);	A0A0K1R5P4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	41.5	41	24	0	3.99e-04	35.0	A0A0K1R5P4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
I6ZGD0;|A0A6S8D8Y7.1|(obsolete);	I6ZGD0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KRS101	100	104	0	0	1.84e-76	214	I6ZGD0_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._KRS101
A0A6S8DI51.1|(obsolete);	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	100	311	0	0	1.48e-231	628	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8DL43.1|(obsolete);	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	35.0	317	192	7	3.33e-55	182	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8DMQ9.1|(obsolete);	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	31.8	318	204	9	2.62e-47	162	A1XGB7_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8DQS1.1|(obsolete);	Q0H2C4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	40.8	382	218	1	4.56e-114	333	Q0H2C4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A2R5GR04;|A0A6S8DRH6.1|(obsolete);	Q0H2C4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	40.1	382	221	1	1.29e-113	332	Q0H2C4_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8EA84.1|(obsolete);	A0A109RT44_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116	99.8	532	1	0	0.0	1070	A0A109RT44_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._SD116
A0A6S8EQC5.1|(obsolete);	A0A348FVC8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4	23.0	248	139	8	1.01e-05	39.7	A0A348FVC8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._OH4
A0A6S8EQC5.1|(obsolete);	A0A076NDM8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10	23.0	248	139	8	1.01e-05	39.7	A0A076NDM8_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._L-BL10
A0A6S8EQC5.1|(obsolete);	A0A191TCB5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4	23.0	248	139	8	1.01e-05	39.7	A0A191TCB5_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._qe-4
A0A6S8EU91.1|(obsolete);	A0ER60_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei	53.0	315	142	3	1.04e-119	343	A0ER60_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_mangrovei
A0A6S8EUH7.1|(obsolete);	A0A345DF76_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._PKUSW7	31.6	484	284	14	3.76e-67	223	A0A345DF76_Eukaryota_Bigyra_Labyrinthulomycetes_Thraustochytriaceae_Aurantiochytrium_sp._PKUSW7
